Position	Value
185	116201.7179
186	117852.593
187	116739.5484
188	116707.6314
189	116458.4421
190	114860.2993
191	114338.3082
192	116313.6766
193	115328.6901
194	114738.7822
195	115418.3469
196	113969.4604
197	115026.8729
198	113680.8831
199	113440.1258
200	56709.9169
