Position,Value
-200,67.1424
-199,132.3147
-198,134.3696
-197,137.0755
-196,142.4617
-195,151.3423
-194,141.9164
-193,135.4658
-192,128.9817
-191,138.5286
-190,157.5892
-189,146.6385
-188,140.3902
-187,142.6188
-186,130.5366
-185,151.6025
-184,118.907
-183,155.9892
-182,144.584
-181,142.2275
-180,148.2836
-179,154.4671
-178,158.4062
-177,170.1587
-176,139.3376
-175,148.7054
-174,171.9859
-173,153.131
-172,137.4044
-171,137.8908
-170,145.5252
-169,147.8638
-168,147.4106
-167,154.8982
-166,160.7454
-165,144.3928
-164,158.586
-163,153.0237
-162,133.5463
-161,142.7609
-160,148.1393
-159,161.832
-158,142.6929
-157,152.4964
-156,150.1921
-155,141.5108
-154,146.5405
-153,152.8761
-152,142.954
-151,148.2175
-150,161.9974
-149,162.444
-148,146.1776
-147,153.6139
-146,152.0267
-145,124.35
-144,122.4678
-143,147.6091
-142,163.8593
-141,142.712
-140,156.8838
-139,147.5162
-138,149.8889
-137,148.4287
-136,142.0265
-135,149.1786
-134,143.9888
-133,141.0086
-132,148.2086
-131,156.3371
-130,160.5471
-129,191.8144
-128,164.3998
-127,179.7145
-126,176.5454
-125,189.4549
-124,181.0272
-123,158.3404
-122,159.2019
-121,160.0195
-120,145.9148
-119,132.129
-118,129.8583
-117,132.8109
-116,147.8627
-115,135.9801
-114,146.9608
-113,145.9095
-112,146.3488
-111,156.7391
-110,145.5562
-109,155.126
-108,151.8166
-107,134.3221
-106,159.9852
-105,151.9125
-104,143.9434
-103,145.6159
-102,147.8274
-101,141.6354
-100,145.2686
-99,145.7504
-98,145.2166
-97,157.0676
-96,163.1499
-95,176.9459
-94,161.6548
-93,163.2033
-92,165.8139
-91,166.2199
-90,170.6836
-89,156.463
-88,156.876
-87,168.6109
-86,159.5372
-85,152.6454
-84,142.1743
-83,155.0466
-82,143.6202
-81,161.0528
-80,157.8807
-79,157.6738
-78,153.6517
-77,146.7539
-76,149.2795
-75,144.3572
-74,163.7452
-73,153.3514
-72,160.8009
-71,163.0699
-70,161.343
-69,153.745
-68,149.9914
-67,157.521
-66,141.9933
-65,150.9298
-64,160.1604
-63,167.603
-62,179.4875
-61,168.5769
-60,177.1112
-59,174.2501
-58,158.0432
-57,176.9904
-56,161.0857
-55,142.2241
-54,157.6646
-53,141.4029
-52,163.4515
-51,159.5926
-50,163.6764
-49,155.9363
-48,154.5322
-47,160.4488
-46,144.7155
-45,163.9106
-44,158.5175
-43,174.0354
-42,160.7875
-41,161.3944
-40,182.802
-39,163.5924
-38,172.1733
-37,173.3084
-36,179.1311
-35,205.9899
-34,195.9498
-33,184.6779
-32,224.9988
-31,223.9102
-30,236.6955
-29,221.1056
-28,195.7023
-27,149.7517
-26,100.5821
-25,137.2241
-24,132.6218
-23,158.4012
-22,192.8602
-21,190.1264
-20,181.3444
-19,195.6193
-18,194.7014
-17,194.8604
-16,171.8551
-15,182.0051
-14,200.1745
-13,229.7281
-12,241.0168
-11,278.7306
-10,272.2408
-9,297.896
-8,340.541
-7,360.747
-6,484.2176
-5,661.5322
-4,942.3077
-3,1432.2345
-2,2315.9344
-1,3487.8602
0,40065.812
1,3487.8602
2,2315.9344
3,1432.2345
4,942.3077
5,661.5322
6,484.2176
7,360.747
8,340.541
9,297.896
10,272.2408
11,278.7306
12,241.0168
13,229.7281
14,200.1745
15,182.0051
16,171.8551
17,194.8604
18,194.7014
19,195.6193
20,181.3444
21,190.1264
22,192.8602
23,158.4012
24,132.6218
25,137.2241
26,100.5821
27,149.7517
28,195.7023
29,221.1056
30,236.6955
31,223.9102
32,224.9988
33,184.6779
34,195.9498
35,205.9899
36,179.1311
37,173.3084
38,172.1733
39,163.5924
40,182.802
41,161.3944
42,160.7875
43,174.0354
44,158.5175
45,163.9106
46,144.7155
47,160.4488
48,154.5322
49,155.9363
50,163.6764
51,159.5926
52,163.4515
53,141.4029
54,157.6646
55,142.2241
56,161.0857
57,176.9904
58,158.0432
59,174.2501
60,177.1112
61,168.5769
62,179.4875
63,167.603
64,160.1604
65,150.9298
66,141.9933
67,157.521
68,149.9914
69,153.745
70,161.343
71,163.0699
72,160.8009
73,153.3514
74,163.7452
75,144.3572
76,149.2795
77,146.7539
78,153.6517
79,157.6738
80,157.8807
81,161.0528
82,143.6202
83,155.0466
84,142.1743
85,152.6454
86,159.5372
87,168.6109
88,156.876
89,156.463
90,170.6836
91,166.2199
92,165.8139
93,163.2033
94,161.6548
95,176.9459
96,163.1499
97,157.0676
98,145.2166
99,145.7504
100,145.2686
101,141.6354
102,147.8274
103,145.6159
104,143.9434
105,151.9125
106,159.9852
107,134.3221
108,151.8166
109,155.126
110,145.5562
111,156.7391
112,146.3488
113,145.9095
114,146.9608
115,135.9801
116,147.8627
117,132.8109
118,129.8583
119,132.129
120,145.9148
121,160.0195
122,159.2019
123,158.3404
124,181.0272
125,189.4549
126,176.5454
127,179.7145
128,164.3998
129,191.8144
130,160.5471
131,156.3371
132,148.2086
133,141.0086
134,143.9888
135,149.1786
136,142.0265
137,148.4287
138,149.8889
139,147.5162
140,156.8838
141,142.712
142,163.8593
143,147.6091
144,122.4678
145,124.35
146,152.0267
147,153.6139
148,146.1776
149,162.444
150,161.9974
151,148.2175
152,142.954
153,152.8761
154,146.5405
155,141.5108
156,150.1921
157,152.4964
158,142.6929
159,161.832
160,148.1393
161,142.7609
162,133.5463
163,153.0237
164,158.586
165,144.3928
166,160.7454
167,154.8982
168,147.4106
169,147.8638
170,145.5252
171,137.8908
172,137.4044
173,153.131
174,171.9859
175,148.7054
176,139.3376
177,170.1587
178,158.4062
179,154.4671
180,148.2836
181,142.2275
182,144.584
183,155.9892
184,118.907
185,151.6025
186,130.5366
187,142.6188
188,140.3902
189,146.6385
190,157.5892
191,138.5286
192,128.9817
193,135.4658
194,141.9164
195,151.3423
196,142.4617
197,137.0755
198,134.3696
199,132.3147
200,67.1424
