Position,Value
-200,16.248
-199,36.7208
-198,41.6906
-197,40.1518
-196,48.7135
-195,39.8256
-194,39.162
-193,36.2616
-192,40.161
-191,45.1706
-190,42.6726
-189,41.0498
-188,45.9759
-187,44.0816
-186,44.5555
-185,46.8525
-184,35.8342
-183,45.3753
-182,36.0363
-181,38.6044
-180,40.5344
-179,43.3533
-178,41.0974
-177,53.9727
-176,35.8337
-175,43.9673
-174,51.0228
-173,38.9427
-172,43.9974
-171,41.8956
-170,39.9206
-169,44.7881
-168,37.3285
-167,39.7149
-166,41.3235
-165,44.4614
-164,41.8139
-163,47.9936
-162,40.3414
-161,41.7563
-160,38.1274
-159,39.0251
-158,40.2077
-157,38.8728
-156,40.4287
-155,39.1677
-154,36.7767
-153,41.9013
-152,48.4185
-151,41.3896
-150,48.022
-149,50.1251
-148,41.9848
-147,54.1051
-146,43.0094
-145,35.9219
-144,40.1522
-143,43.6508
-142,45.2715
-141,41.4331
-140,45.5953
-139,42.4703
-138,48.0774
-137,41.3746
-136,36.9083
-135,43.9639
-134,44.3297
-133,43.3178
-132,37.6035
-131,47.6184
-130,43.2672
-129,59.3317
-128,54.7694
-127,56.1879
-126,51.0488
-125,58.2394
-124,48.7312
-123,43.9904
-122,44.6405
-121,44.0287
-120,41.972
-119,37.5599
-118,37.4937
-117,46.4185
-116,44.496
-115,33.4279
-114,49.4514
-113,46.6237
-112,42.3439
-111,50.0959
-110,47.3521
-109,43.3415
-108,38.2176
-107,35.836
-106,37.3854
-105,38.7175
-104,46.3913
-103,42.0022
-102,53.3481
-101,42.1527
-100,42.7411
-99,36.2223
-98,45.0025
-97,45.1589
-96,50.5493
-95,49.3139
-94,46.8737
-93,46.3159
-92,40.7257
-91,51.5921
-90,46.4494
-89,48.7812
-88,45.3704
-87,46.9517
-86,49.3843
-85,50.8912
-84,44.2599
-83,36.8442
-82,42.2391
-81,48.3854
-80,51.466
-79,50.9201
-78,50.2532
-77,42.669
-76,46.8586
-75,48.8192
-74,47.6954
-73,43.9772
-72,47.5493
-71,49.832
-70,37.5996
-69,51.0562
-68,47.4195
-67,45.1599
-66,33.0242
-65,46.2345
-64,44.1389
-63,40.7405
-62,54.755
-61,44.9992
-60,49.536
-59,49.0224
-58,50.5671
-57,47.4573
-56,41.5804
-55,36.4996
-54,36.1467
-53,38.1299
-52,42.6812
-51,41.7641
-50,45.0098
-49,48.8339
-48,41.9296
-47,43.6117
-46,41.0812
-45,41.7759
-44,43.0892
-43,50.7954
-42,48.2162
-41,49.7605
-40,58.5818
-39,54.7377
-38,51.5647
-37,61.4808
-36,53.7461
-35,68.4424
-34,59.5644
-33,54.0574
-32,76.0909
-31,75.2434
-30,72.3591
-29,65.9203
-28,54.6143
-27,40.9356
-26,31.1086
-25,41.8948
-24,38.2975
-23,46.8204
-22,51.7154
-21,62.1695
-20,47.1088
-19,58.636
-18,61.5127
-17,50.5631
-16,53.0097
-15,52.037
-14,58.2179
-13,65.4306
-12,73.6179
-11,93.6403
-10,88.8411
-9,101.1216
-8,122.2144
-7,128.6822
-6,172.6852
-5,240.6552
-4,313.588
-3,507.4065
-2,800.7651
-1,1204.5605
0,17330.5488
1,1204.5605
2,800.7651
3,507.4065
4,313.588
5,240.6552
6,172.6852
7,128.6822
8,122.2144
9,101.1216
10,88.8411
11,93.6403
12,73.6179
13,65.4306
14,58.2179
15,52.037
16,53.0097
17,50.5631
18,61.5127
19,58.636
20,47.1088
21,62.1695
22,51.7154
23,46.8204
24,38.2975
25,41.8948
26,31.1086
27,40.9356
28,54.6143
29,65.9203
30,72.3591
31,75.2434
32,76.0909
33,54.0574
34,59.5644
35,68.4424
36,53.7461
37,61.4808
38,51.5647
39,54.7377
40,58.5818
41,49.7605
42,48.2162
43,50.7954
44,43.0892
45,41.7759
46,41.0812
47,43.6117
48,41.9296
49,48.8339
