Position,Value
-200,117.5114
-199,225.2577
-198,233.1289
-197,233.912
-196,253.9521
-195,242.1707
-194,236.7436
-193,236.5272
-192,231.5375
-191,258.9467
-190,258.6587
-189,241.97
-188,236.1311
-187,238.335
-186,233.4626
-185,254.585
-184,206.8561
-183,260.2834
-182,238.0169
-181,242.9475
-180,248.3905
-179,248.1804
-178,264.7214
-177,266.4367
-176,228.9911
-175,263.8342
-174,274.3039
-173,256.5477
-172,238.561
-171,225.4486
-170,259.4903
-169,238.217
-168,235.7578
-167,260.378
-166,248.9435
-165,259.4475
-164,263.311
-163,256.6075
-162,233.1256
-161,239.1824
-160,238.2572
-159,260.8801
-158,245.5787
-157,268.3142
-156,258.0939
-155,251.8847
-154,249.3906
-153,247.9619
-152,254.5616
-151,249.0661
-150,257.6956
-149,260.6869
-148,247.5044
-147,257.5078
-146,244.6521
-145,221.2071
-144,225.8162
-143,260.0125
-142,268.3055
-141,245.7301
-140,250.8304
-139,252.8396
-138,243.9177
-137,253.2835
-136,258.152
-135,254.0282
-134,256.6398
-133,245.8317
-132,269.0948
-131,267.9026
-130,258.5102
-129,300.9196
-128,271.5412
-127,296.1593
-126,294.1641
-125,319.4918
-124,306.7542
-123,290.2646
-122,276.2943
-121,301.1834
-120,247.2216
-119,240.3744
-118,238.5356
-117,232.8058
-116,247.8745
-115,253.8588
-114,254.5495
-113,246.4428
-112,246.7881
-111,248.0802
-110,254.211
-109,255.4623
-108,274.6101
-107,237.7576
-106,275.192
-105,280.7109
-104,265.1935
-103,259.4699
-102,259.0572
-101,263.1294
-100,243.7655
-99,248.3917
-98,242.6988
-97,277.2875
-96,256.6122
-95,266.61
-94,265.2977
-93,270.7345
-92,264.2214
-91,271.8625
-90,284.6802
-89,264.4496
-88,261.5984
-87,268.2596
-86,264.7804
-85,252.2073
-84,243.5881
-83,256.3387
-82,249.1879
-81,277.3351
-80,263.6442
-79,267.3442
-78,266.5836
-77,260.9246
-76,248.4853
-75,244.8387
-74,269.484
-73,263.8738
-72,268.9363
-71,283.247
-70,269.7621
-69,266.2851
-68,252.3079
-67,262.2744
-66,253.9537
-65,271.4042
-64,294.6402
-63,288.8469
-62,287.8047
-61,277.4373
-60,313.0712
-59,289.3878
-58,295.7201
-57,295.494
-56,281.8261
-55,258.5469
-54,267.9092
-53,251.3383
-52,272.1916
-51,269.1095
-50,267.7738
-49,246.8837
-48,261.1337
-47,273.0364
-46,254.8843
-45,260.6486
-44,269.0268
-43,278.9762
-42,277.1865
-41,283.1795
-40,296.2291
-39,265.4747
-38,286.7069
-37,276.7252
-36,296.6249
-35,343.7106
-34,328.2368
-33,321.1736
-32,374.939
-31,372.6857
-30,392.0763
-29,384.816
-28,350.1232
-27,255.0601
-26,181.3326
-25,212.2918
-24,248.3674
-23,288.7246
-22,330.1836
-21,307.9095
-20,309.7795
-19,335.2709
-18,343.5548
-17,352.627
-16,334.3028
-15,319.3455
-14,350.0274
-13,362.5303
-12,363.6816
-11,434.1013
-10,435.3805
-9,490.8165
-8,562.0713
-7,626.0161
-6,805.8723
-5,1103.0159
-4,1512.505
-3,2276.5145
-2,3714.6948
-1,5468.3445
0,57762.7295
1,5468.3445
2,3714.6948
3,2276.5145
4,1512.505
5,1103.0159
6,805.8723
7,626.0161
8,562.0713
9,490.8165
10,435.3805
11,434.1013
12,363.6816
13,362.5303
14,350.0274
15,319.3455
16,334.3028
17,352.627
18,343.5548
19,335.2709
20,309.7795
21,307.9095
22,330.1836
23,288.7246
24,248.3674
25,212.2918
26,181.3326
27,255.0601
28,350.1232
29,384.816
30,392.0763
31,372.6857
32,374.939
33,321.1736
34,328.2368
35,343.7106
36,296.6249
37,276.7252
38,286.7069
39,265.4747
40,296.2291
41,283.1795
42,277.1865
43,278.9762
44,269.0268
45,260.6486
46,254.8843
47,273.0364
48,261.1337
49,246.8837
50,267.7738
51,269.1095
52,272.1916
53,251.3383
54,267.9092
55,258.5469
56,281.8261
57,295.494
58,295.7201
59,289.3878
60,313.0712
61,277.4373
62,287.8047
63,288.8469
64,294.6402
65,271.4042
66,253.9537
67,262.2744
68,252.3079
69,266.2851
70,269.7621
71,283.247
72,268.9363
73,263.8738
74,269.484
75,244.8387
76,248.4853
77,260.9246
78,266.5836
79,267.3442
80,263.6442
81,277.3351
82,249.1879
83,256.3387
84,243.5881
85,252.2073
86,264.7804
87,268.2596
88,261.5984
89,264.4496
90,284.6802
91,271.8625
92,264.2214
93,270.7345
94,265.2977
