Position,Value
183,989.8099
184,1106.9586
185,1062.0159
186,1050.3529
187,1034.0167
188,1082.209
189,1045.6766
190,1061.7334
191,987.4811
192,987.5031
193,1076.4238
194,1004.8273
195,1004.3678
196,1015.468
197,983.7753
198,974.1615
199,917.0676
200,997.7359
